Year,Month,DayofMonth,DayOfWeek,FlightDate,IATA_CODE_Reporting_Airline,Origin,OriginCityName,OriginStateName,OriginWac,Dest,DestCityName,DestStateName,DestWac,CRSDepTime,DepDelay,DepDel15,DepTimeBlk,TaxiOut,CRSArrTime,ArrDelay,ArrDel15,ArrTimeBlk,Flights,Distance,Day Average Temp,High Temp,Low Temp,Max Wind Speed,Precipitation,Sea Level Pressure,Imputed Precipitation
2016,9,9,5,2016-09-09,AA,LAX,"Los Angeles, CA",California,91,DFW,"Dallas/Fort Worth, TX",Texas,74,800,-6.0,0.0,0800-0859,13.0,1312,-17.0,0.0,1300-1359,1.0,1235.0,67.56,73.0,65.0,20.0,0.2,29.9,1.0
2016,9,19,1,2016-09-19,F9,ATL,"Atlanta, GA",Georgia,34,MIA,"Miami, FL",Florida,33,1750,-1.0,0.0,1700-1759,17.0,1952,-12.0,0.0,1900-1959,1.0,594.0,75.82,88.0,71.0,14.0,0.7,28.94,0.0
2016,9,29,4,2016-09-29,WN,STL,"St. Louis, MO",Missouri,64,LGA,"New York, NY",New York,22,1310,27.0,1.0,1300-1359,15.0,1630,25.0,1.0,1600-1659,1.0,888.0,61.19,70.0,54.0,17.0,0.07,29.6,1.0
2016,9,29,4,2016-09-29,DL,LGA,"New York, NY",New York,22,DTW,"Detroit, MI",Michigan,43,908,-3.0,0.0,0900-0959,41.0,1117,-4.0,0.0,1100-1159,1.0,502.0,63.28,67.0,60.0,26.0,0.18,30.35,1.0
2016,9,8,4,2016-09-08,AS,SEA,"Seattle, WA",Washington,93,LAX,"Los Angeles, CA",California,91,1530,-6.0,0.0,1500-1559,19.0,1804,-7.0,0.0,1800-1859,1.0,954.0,60.72,68.0,57.0,13.0,0.03,29.87,0.0
2016,9,24,6,2016-09-24,DL,ATL,"Atlanta, GA",Georgia,34,GSP,"Greer, SC",South Carolina,37,2231,3.0,0.0,2200-2259,14.0,2322,-4.0,0.0,2300-2359,1.0,153.0,81.75,91.0,72.0,7.0,0.19,29.03,1.0
2016,9,16,5,2016-09-16,DL,STL,"St. Louis, MO",Missouri,64,ATL,"Atlanta, GA",Georgia,34,1817,-2.0,0.0,1800-1859,11.0,2059,4.0,0.0,2000-2059,1.0,484.0,73.67,77.0,70.0,14.0,0.02,29.45,0.0
2016,9,23,5,2016-09-23,WN,LAX,"Los Angeles, CA",California,91,SMF,"Sacramento, CA",California,91,1335,12.0,0.0,1300-1359,9.0,1455,6.0,0.0,1400-1459,1.0,373.0,68.04,73.0,62.0,18.0,2.67,29.87,1.0
2016,9,1,4,2016-09-01,DL,DTW,"Detroit, MI",Michigan,43,LAX,"Los Angeles, CA",California,91,2018,-1.0,0.0,2000-2059,18.0,2215,-4.0,0.0,2200-2259,1.0,1979.0,67.12,74.0,62.0,16.0,0.295,29.52,1.0
2016,9,4,7,2016-09-04,AS,SEA,"Seattle, WA",Washington,93,RDU,"Raleigh/Durham, NC",North Carolina,36,835,-6.0,0.0,0800-0859,19.0,1639,-1.0,0.0,1600-1659,1.0,2354.0,59.2,68.0,51.0,9.0,0.03,29.56,1.0
2016,12,22,4,2016-12-22,EV,ATL,"Atlanta, GA",Georgia,34,OAJ,"Jacksonville/Camp Lejeune, NC",North Carolina,36,1205,-6.0,0.0,1200-1259,13.0,1328,-18.0,0.0,1300-1359,1.0,399.0,55.46,66.0,46.0,15.0,0.04,29.2,1.0
2016,12,30,5,2016-12-30,VX,SFO,"San Francisco, CA",California,91,LAX,"Los Angeles, CA",California,91,2055,3.0,0.0,2000-2059,23.0,2220,1.0,0.0,2200-2259,1.0,337.0,50.22,56.0,44.0,21.0,0.555,30.09,1.0
2016,12,15,4,2016-12-15,UA,EWR,"Newark, NJ",New Jersey,21,RDU,"Raleigh/Durham, NC",North Carolina,36,1945,63.0,1.0,1900-1959,11.0,2125,48.0,1.0,2100-2159,1.0,416.0,24.21,32.0,18.0,32.0,0.01,30.19,1.0
2016,12,26,1,2016-12-26,NK,MCO,"Orlando, FL",Florida,33,DTW,"Detroit, MI",Michigan,43,1820,-2.0,0.0,1800-1859,18.0,2100,4.0,0.0,2100-2159,1.0,957.0,72.08,80.0,67.0,15.0,0.085,30.25,1.0
2016,12,28,3,2016-12-28,B6,DCA,"Washington, DC",Virginia,38,CHS,"Charleston, SC",South Carolina,37,1336,-9.0,0.0,1300-1359,14.0,1520,-19.0,0.0,1500-1559,1.0,444.0,44.83,51.0,37.0,20.0,0.48,30.2,1.0
2016,12,9,5,2016-12-09,DL,SLC,"Salt Lake City, UT",Utah,87,SAN,"San Diego, CA",California,91,830,-4.0,0.0,0800-0859,16.0,934,-19.0,0.0,0900-0959,1.0,626.0,34.25,43.0,29.0,10.0,0.01,25.88,1.0
2016,12,14,3,2016-12-14,UA,LAX,"Los Angeles, CA",California,91,OGG,"Kahului, HI",Hawaii,2,825,-4.0,0.0,0800-0859,27.0,1215,-3.0,0.0,1200-1259,1.0,2486.0,58.46,65.0,53.0,15.0,0.045000000000000005,29.96,1.0
2016,12,23,5,2016-12-23,WN,SLC,"Salt Lake City, UT",Utah,87,OAK,"Oakland, CA",California,91,2020,248.0,1.0,2000-2059,10.0,2110,248.0,1.0,2100-2159,1.0,588.0,32.23,40.0,27.0,14.0,0.015,25.73,1.0
2016,12,21,3,2016-12-21,DL,LAS,"Las Vegas, NV",Nevada,85,ATL,"Atlanta, GA",Georgia,34,1330,19.0,1.0,1300-1359,14.0,2024,-13.0,0.0,2000-2059,1.0,1747.0,50.42,56.0,45.0,6.0,0.08,27.93,1.0
2016,12,23,5,2016-12-23,OO,LAX,"Los Angeles, CA",California,91,JAC,"Jackson, WY",Wyoming,88,750,68.0,1.0,0700-0759,25.0,1121,50.0,1.0,1100-1159,1.0,784.0,57.59,62.0,54.0,20.0,0.24,29.95,0.0
2016,12,12,1,2016-12-12,AA,DFW,"Dallas/Fort Worth, TX",Texas,74,COS,"Colorado Springs, CO",Colorado,82,1849,6.0,0.0,1800-1859,24.0,1945,12.0,0.0,1900-1959,1.0,592.0,45.12,54.0,36.0,13.0,0.02,29.48,1.0
2016,12,23,5,2016-12-23,AA,DFW,"Dallas/Fort Worth, TX",Texas,74,IND,"Indianapolis, IN",Indiana,42,1830,4.0,0.0,1800-1859,19.0,2132,4.0,0.0,2100-2159,1.0,761.0,49.72,55.0,41.0,12.0,0.27,29.58,1.0
2016,12,30,5,2016-12-30,UA,ORD,"Chicago, IL",Illinois,41,SFO,"San Francisco, CA",California,91,1735,0.0,0.0,1700-1759,16.0,2022,-18.0,0.0,2000-2059,1.0,1846.0,29.58,38.0,24.0,23.0,0.045,29.36,1.0
2016,12,2,5,2016-12-02,WN,LAX,"Los Angeles, CA",California,91,DAL,"Dallas, TX",Texas,74,625,-4.0,0.0,0600-0659,9.0,1120,-13.0,0.0,1100-1159,1.0,1246.0,59.83,66.0,54.0,22.0,0.675,29.95,1.0
2016,12,30,5,2016-12-30,HA,LAX,"Los Angeles, CA",California,91,LIH,"Lihue, HI",Hawaii,2,800,-7.0,0.0,0800-0859,14.0,1155,11.0,0.0,1100-1159,1.0,2615.0,58.17,63.0,56.0,17.0,0.39,29.96,1.0
2016,12,1,4,2016-12-01,WN,MDW,"Chicago, IL",Illinois,41,BNA,"Nashville, TN",Tennessee,54,550,-8.0,0.0,0001-0559,7.0,715,-24.0,0.0,0700-0759,1.0,395.0,39.07,42.0,37.0,16.0,0.02,29.34,1.0
2016,12,12,1,2016-12-12,WN,BWI,"Baltimore, MD",Maryland,35,PHX,"Phoenix, AZ",Arizona,81,815,0.0,0.0,0800-0859,14.0,1140,10.0,0.0,1100-1159,1.0,1999.0,43.09,52.0,38.0,14.0,0.17,29.94,0.0
2016,12,1,4,2016-12-01,AA,LGA,"New York, NY",New York,22,RDU,"Raleigh/Durham, NC",North Carolina,36,1229,-3.0,0.0,1200-1259,16.0,1415,-5.0,0.0,1400-1459,1.0,431.0,52.55,56.0,45.0,26.0,1.01,29.81,0.0
2016,12,30,5,2016-12-30,WN,ATL,"Atlanta, GA",Georgia,34,IAD,"Washington, DC",Virginia,38,1535,0.0,0.0,1500-1559,10.0,1720,-13.0,0.0,1700-1759,1.0,534.0,42.46,50.0,36.0,18.0,0.03,29.15,0.0
2016,12,24,6,2016-12-24,DL,MIA,"Miami, FL",Florida,33,DTW,"Detroit, MI",Michigan,43,800,-4.0,0.0,0800-0859,11.0,1105,-18.0,0.0,1100-1159,1.0,1145.0,79.0,84.0,75.0,15.0,0.12,30.23,0.0
2016,12,28,3,2016-12-28,UA,EWR,"Newark, NJ",New Jersey,21,BOS,"Boston, MA",Massachusetts,13,1145,-6.0,0.0,1100-1159,13.0,1251,-15.0,0.0,1200-1259,1.0,200.0,38.13,41.0,33.0,16.0,0.07,30.15,1.0
2016,12,27,2,2016-12-27,AA,SLC,"Salt Lake City, UT",Utah,87,PHX,"Phoenix, AZ",Arizona,81,700,-3.0,0.0,0700-0759,35.0,847,5.0,0.0,0800-0859,1.0,507.0,16.85,24.0,5.0,13.0,0.065,26.09,1.0
2016,12,2,5,2016-12-02,WN,PHX,"Phoenix, AZ",Arizona,81,SAN,"San Diego, CA",California,91,915,-4.0,0.0,0900-0959,10.0,925,-10.0,0.0,0900-0959,1.0,304.0,52.21,61.0,47.0,9.0,0.89,28.74,1.0
2016,12,18,7,2016-12-18,AA,PHX,"Phoenix, AZ",Arizona,81,SFO,"San Francisco, CA",California,91,1800,-4.0,0.0,1800-1859,24.0,1903,-5.0,0.0,1900-1959,1.0,651.0,50.33,62.0,39.0,9.0,0.27,29.01,1.0
2016,12,13,2,2016-12-13,WN,BDL,"Hartford, CT",Connecticut,11,LAS,"Las Vegas, NV",Nevada,85,1335,-2.0,0.0,1300-1359,7.0,1630,16.0,1.0,1600-1659,1.0,2297.0,35.67,40.0,29.0,14.0,0.16,29.96,0.0
2016,12,18,7,2016-12-18,B6,BOS,"Boston, MA",Massachusetts,13,PBI,"West Palm Beach/Palm Beach, FL",Florida,33,900,115.0,1.0,0900-0959,16.0,1220,137.0,1.0,1200-1259,1.0,1197.0,45.4,57.0,33.0,29.0,0.01,30.37,1.0
2016,12,16,5,2016-12-16,DL,LAX,"Los Angeles, CA",California,91,AUS,"Austin, TX",Texas,74,825,38.0,1.0,0800-0859,15.0,1320,19.0,1.0,1300-1359,1.0,1242.0,58.74,63.0,53.0,32.0,0.67,29.85,0.0
2016,12,16,5,2016-12-16,WN,FLL,"Fort Lauderdale, FL",Florida,33,ATL,"Atlanta, GA",Georgia,34,1835,1.0,0.0,1800-1859,11.0,2030,-2.0,0.0,2000-2059,1.0,581.0,74.08,78.0,66.0,18.0,7.6,30.18,1.0
2016,12,19,1,2016-12-19,OO,LAX,"Los Angeles, CA",California,91,ABQ,"Albuquerque, NM",New Mexico,86,1926,7.0,0.0,1900-1959,19.0,2221,8.0,0.0,2200-2259,1.0,677.0,57.0,72.0,44.0,12.0,0.02,30.14,1.0
2016,12,30,5,2016-12-30,WN,LAX,"Los Angeles, CA",California,91,MSY,"New Orleans, LA",Louisiana,72,1420,6.0,0.0,1400-1459,19.0,1950,6.0,0.0,1900-1959,1.0,1670.0,58.17,63.0,56.0,17.0,0.39,29.96,1.0
2016,12,27,2,2016-12-27,DL,SLC,"Salt Lake City, UT",Utah,87,MCI,"Kansas City, MO",Missouri,64,954,-7.0,0.0,0900-0959,23.0,1326,-17.0,0.0,1300-1359,1.0,920.0,16.85,24.0,5.0,13.0,0.065,26.09,1.0
2016,12,21,3,2016-12-21,UA,LAS,"Las Vegas, NV",Nevada,85,IAD,"Washington, DC",Virginia,38,1355,1.0,0.0,1300-1359,14.0,2118,-25.0,0.0,2100-2159,1.0,2065.0,50.42,56.0,45.0,6.0,0.08,27.93,1.0
2016,12,9,5,2016-12-09,DL,MCO,"Orlando, FL",Florida,33,JFK,"New York, NY",New York,22,700,-1.0,0.0,0700-0759,14.0,935,-18.0,0.0,0900-0959,1.0,944.0,55.67,63.0,51.0,20.0,0.06,30.23,1.0
2016,12,19,1,2016-12-19,OO,ORD,"Chicago, IL",Illinois,41,LEX,"Lexington, KY",Kentucky,52,1048,13.0,0.0,1000-1059,18.0,1310,4.0,0.0,1300-1359,1.0,323.0,4.79,15.0,-12.0,17.0,0.055,29.98,1.0
2016,12,21,3,2016-12-21,B6,JFK,"New York, NY",New York,22,BUF,"Buffalo, NY",New York,22,840,-1.0,0.0,0800-0859,12.0,1009,-8.0,0.0,1000-1059,1.0,301.0,36.33,41.0,31.0,14.0,0.2,30.22,1.0
2016,12,6,2,2016-12-06,HA,LAX,"Los Angeles, CA",California,91,OGG,"Kahului, HI",Hawaii,2,900,-7.0,0.0,0900-0959,16.0,1250,-10.0,0.0,1200-1259,1.0,2486.0,57.96,62.0,54.0,14.0,0.32,29.88,1.0
2016,12,23,5,2016-12-23,AA,ORD,"Chicago, IL",Illinois,41,MSP,"Minneapolis, MN",Minnesota,63,1015,-6.0,0.0,1000-1059,20.0,1139,-4.0,0.0,1100-1159,1.0,334.0,33.2,35.0,27.0,13.0,0.04,29.59,1.0
2016,12,19,1,2016-12-19,AA,CLT,"Charlotte, NC",North Carolina,36,MCO,"Orlando, FL",Florida,33,1120,-4.0,0.0,1100-1159,17.0,1300,-7.0,0.0,1300-1359,1.0,468.0,40.37,46.0,37.0,16.0,0.36,29.79,1.0
2016,12,6,2,2016-12-06,OO,PHX,"Phoenix, AZ",Arizona,81,SGU,"St. George, UT",Utah,87,1800,-4.0,0.0,1800-1859,18.0,1905,14.0,0.0,1900-1959,1.0,262.0,55.71,65.0,46.0,10.0,0.145,28.75,1.0
2016,12,2,5,2016-12-02,AA,DFW,"Dallas/Fort Worth, TX",Texas,74,PHX,"Phoenix, AZ",Arizona,81,1310,-6.0,0.0,1300-1359,16.0,1445,-14.0,0.0,1400-1459,1.0,868.0,55.25,64.0,44.0,14.0,0.04,29.52,1.0
2016,12,1,4,2016-12-01,AA,ORD,"Chicago, IL",Illinois,41,LGA,"New York, NY",New York,22,900,-3.0,0.0,0900-0959,14.0,1204,-14.0,0.0,1200-1259,1.0,733.0,37.68,41.0,36.0,18.0,0.02,29.27,1.0
2016,12,15,4,2016-12-15,AA,PHL,"Philadelphia, PA",Pennsylvania,23,LAS,"Las Vegas, NV",Nevada,85,1805,32.0,1.0,1800-1859,33.0,2043,46.0,1.0,2000-2059,1.0,2176.0,26.55,35.0,18.0,28.0,0.01,30.31,0.0
2016,12,28,3,2016-12-28,AA,ATL,"Atlanta, GA",Georgia,34,ORD,"Chicago, IL",Illinois,41,959,-4.0,0.0,0900-0959,20.0,1106,-13.0,0.0,1100-1159,1.0,606.0,57.33,65.0,48.0,12.0,0.08,29.09,1.0
2016,12,2,5,2016-12-02,AS,SEA,"Seattle, WA",Washington,93,LAX,"Los Angeles, CA",California,91,1755,114.0,1.0,1700-1759,20.0,2035,92.0,1.0,2000-2059,1.0,954.0,45.95,49.0,44.0,21.0,0.01,29.87,0.0
2016,12,2,5,2016-12-02,WN,STL,"St. Louis, MO",Missouri,64,TPA,"Tampa, FL",Florida,33,1615,0.0,0.0,1600-1659,7.0,1925,-8.0,0.0,1900-1959,1.0,869.0,37.96,49.0,30.0,10.0,0.01,29.76,1.0
2016,12,26,1,2016-12-26,DL,SFO,"San Francisco, CA",California,91,SLC,"Salt Lake City, UT",Utah,87,1310,28.0,1.0,1300-1359,11.0,1608,7.0,0.0,1600-1659,1.0,599.0,46.67,52.0,42.0,14.0,0.1,30.36,1.0
2016,12,28,3,2016-12-28,EV,DFW,"Dallas/Fort Worth, TX",Texas,74,SPS,"Wichita Falls, TX",Texas,74,2040,42.0,1.0,2000-2059,12.0,2141,23.0,1.0,2100-2159,1.0,113.0,67.47,82.0,58.0,21.0,0.16,29.5,1.0
2016,12,23,5,2016-12-23,EV,DFW,"Dallas/Fort Worth, TX",Texas,74,AEX,"Alexandria, LA",Louisiana,72,2040,87.0,1.0,2000-2059,15.0,2151,77.0,1.0,2100-2159,1.0,285.0,49.72,55.0,41.0,12.0,0.27,29.58,1.0
2016,12,18,7,2016-12-18,B6,BOS,"Boston, MA",Massachusetts,13,JAX,"Jacksonville, FL",Florida,33,1335,16.0,1.0,1300-1359,9.0,1631,3.0,0.0,1600-1659,1.0,1010.0,45.4,57.0,33.0,29.0,0.01,30.37,1.0
2016,12,14,3,2016-12-14,UA,SFO,"San Francisco, CA",California,91,IND,"Indianapolis, IN",Indiana,42,1600,-4.0,0.0,1600-1659,18.0,2311,-32.0,0.0,2300-2359,1.0,1943.0,57.4,62.0,53.0,17.0,0.06,30.06,0.0
2016,12,6,2,2016-12-06,DL,ATL,"Atlanta, GA",Georgia,34,PHX,"Phoenix, AZ",Arizona,81,811,-6.0,0.0,0800-0859,20.0,1024,10.0,0.0,1000-1059,1.0,1587.0,55.49,62.0,52.0,15.0,1.0,28.87,0.0
2016,12,29,4,2016-12-29,NK,MCO,"Orlando, FL",Florida,33,ACY,"Atlantic City, NJ",New Jersey,21,926,-7.0,0.0,0900-0959,15.0,1135,-8.0,0.0,1100-1159,1.0,852.0,68.05,81.0,62.0,18.0,0.07,30.01,1.0
2016,12,25,7,2016-12-25,DL,ATL,"Atlanta, GA",Georgia,34,DTW,"Detroit, MI",Michigan,43,1458,-4.0,0.0,1400-1459,8.0,1659,-27.0,0.0,1600-1659,1.0,594.0,62.71,73.0,52.0,9.0,0.03,29.28,1.0
2016,12,17,6,2016-12-17,OO,DTW,"Detroit, MI",Michigan,43,OMA,"Omaha, NE",Nebraska,65,2021,-5.0,0.0,2000-2059,42.0,2141,19.0,1.0,2100-2159,1.0,651.0,24.52,28.0,20.0,13.0,0.24,29.2,0.0
2016,12,22,4,2016-12-22,AA,PHX,"Phoenix, AZ",Arizona,81,KOA,"Kona, HI",Hawaii,2,1505,3.0,0.0,1500-1559,21.0,1841,-9.0,0.0,1800-1859,1.0,2860.0,60.23,65.0,56.0,20.0,0.42,28.87,0.0
2016,12,16,5,2016-12-16,AA,ORD,"Chicago, IL",Illinois,41,SFO,"San Francisco, CA",California,91,1210,31.0,1.0,1200-1259,21.0,1450,71.0,1.0,1400-1459,1.0,1846.0,17.27,20.0,8.0,17.0,0.17,29.61,1.0
2016,12,2,5,2016-12-02,AA,DFW,"Dallas/Fort Worth, TX",Texas,74,MCI,"Kansas City, MO",Missouri,64,1905,-1.0,0.0,1900-1959,17.0,2039,-9.0,0.0,2000-2059,1.0,460.0,55.25,64.0,44.0,14.0,0.04,29.52,1.0
2016,12,11,7,2016-12-11,UA,EWR,"Newark, NJ",New Jersey,21,SFO,"San Francisco, CA",California,91,1435,-6.0,0.0,1400-1459,12.0,1800,-13.0,0.0,1800-1859,1.0,2565.0,30.29,34.0,25.0,10.0,0.08,30.56,1.0
2016,12,30,5,2016-12-30,AA,PHX,"Phoenix, AZ",Arizona,81,LAX,"Los Angeles, CA",California,91,1447,7.0,0.0,1400-1459,29.0,1524,8.0,0.0,1500-1559,1.0,370.0,60.55,72.0,52.0,20.0,0.07,28.97,1.0
2016,12,21,3,2016-12-21,DL,CLT,"Charlotte, NC",North Carolina,36,ATL,"Atlanta, GA",Georgia,34,1200,-5.0,0.0,1200-1259,34.0,1328,-16.0,0.0,1300-1359,1.0,226.0,39.96,58.0,22.0,7.0,0.04,29.5,1.0
2016,12,8,4,2016-12-08,WN,SMF,"Sacramento, CA",California,91,BOI,"Boise, ID",Idaho,83,1640,69.0,1.0,1600-1659,10.0,1900,69.0,1.0,1900-1959,1.0,437.0,41.87,45.0,38.0,10.0,0.23,30.17,0.0
2016,12,28,3,2016-12-28,DL,ATL,"Atlanta, GA",Georgia,34,MEM,"Memphis, TN",Tennessee,54,1505,-3.0,0.0,1500-1559,31.0,1528,28.0,1.0,1500-1559,1.0,332.0,57.33,65.0,48.0,12.0,0.08,29.09,1.0
2016,12,31,6,2016-12-31,AA,PHX,"Phoenix, AZ",Arizona,81,JFK,"New York, NY",New York,22,2250,-3.0,0.0,2200-2259,19.0,529,-15.0,0.0,0001-0559,1.0,2153.0,57.14,62.0,54.0,12.0,0.19,28.75,0.0
2016,12,29,4,2016-12-29,WN,MDW,"Chicago, IL",Illinois,41,ORF,"Norfolk, VA",Virginia,38,930,0.0,0.0,0900-0959,8.0,1230,-19.0,0.0,1200-1259,1.0,704.0,33.89,35.0,31.0,21.0,0.27,29.29,1.0
2016,12,8,4,2016-12-08,UA,IAH,"Houston, TX",Texas,74,LGA,"New York, NY",New York,22,1535,9.0,0.0,1500-1559,33.0,2004,-11.0,0.0,2000-2059,1.0,1416.0,47.56,56.0,40.0,26.0,0.28,30.46,0.0
2016,12,1,4,2016-12-01,UA,SFO,"San Francisco, CA",California,91,DEN,"Denver, CO",Colorado,82,601,-5.0,0.0,0600-0659,25.0,935,5.0,0.0,0900-0959,1.0,967.0,52.42,59.0,45.0,17.0,0.06,30.16,0.0
2016,12,12,1,2016-12-12,DL,PNS,"Pensacola, FL",Florida,33,ATL,"Atlanta, GA",Georgia,34,550,-3.0,0.0,0001-0559,13.0,759,-7.0,0.0,0700-0759,1.0,271.0,63.15,79.0,54.0,13.0,0.07,29.97,1.0
2016,12,18,7,2016-12-18,WN,MDW,"Chicago, IL",Illinois,41,GRR,"Grand Rapids, MI",Michigan,43,1050,0.0,0.0,1000-1059,9.0,1240,-8.0,0.0,1200-1259,1.0,137.0,8.59,19.0,-5.0,22.0,0.03,30.03,0.0
2016,12,26,1,2016-12-26,B6,SFO,"San Francisco, CA",California,91,BOS,"Boston, MA",Massachusetts,13,2315,-4.0,0.0,2300-2359,21.0,747,-21.0,0.0,0700-0759,1.0,2704.0,46.67,52.0,42.0,14.0,0.1,30.36,1.0
2016,12,7,3,2016-12-07,AA,MCO,"Orlando, FL",Florida,33,CLT,"Charlotte, NC",North Carolina,36,1156,2.0,0.0,1100-1159,12.0,1339,1.0,0.0,1300-1359,1.0,468.0,67.71,77.0,63.0,8.0,0.76,30.01,0.0
2016,12,7,3,2016-12-07,DL,LGA,"New York, NY",New York,22,TPA,"Tampa, FL",Florida,33,1115,-4.0,0.0,1100-1159,40.0,1429,12.0,0.0,1400-1459,1.0,1010.0,43.95,47.0,41.0,15.0,0.41,30.02,0.0
2016,12,4,7,2016-12-04,WN,HOU,"Houston, TX",Texas,74,HRL,"Harlingen/San Benito, TX",Texas,74,1205,2.0,0.0,1200-1259,14.0,1310,4.0,0.0,1300-1359,1.0,277.0,53.03,54.0,52.0,18.0,0.35,29.96,0.0
2016,12,27,2,2016-12-27,B6,LGB,"Long Beach, CA",California,91,BOS,"Boston, MA",Massachusetts,13,2130,-10.0,0.0,2100-2159,11.0,544,-11.0,0.0,0001-0559,1.0,2602.0,56.13,71.0,45.0,13.0,0.02,30.15,1.0
2016,12,26,1,2016-12-26,DL,BOS,"Boston, MA",Massachusetts,13,LAX,"Los Angeles, CA",California,91,732,-4.0,0.0,0700-0759,13.0,1130,-8.0,0.0,1100-1159,1.0,2611.0,33.81,48.0,24.0,18.0,0.16999999999999998,30.78,1.0
2016,12,29,4,2016-12-29,EV,ATL,"Atlanta, GA",Georgia,34,BTR,"Baton Rouge, LA",Louisiana,72,816,-5.0,0.0,0800-0859,17.0,859,-16.0,0.0,0800-0859,1.0,448.0,58.28,65.0,43.0,28.0,0.61,29.08,0.0
2016,12,28,3,2016-12-28,AA,DCA,"Washington, DC",Virginia,38,MCO,"Orlando, FL",Florida,33,1930,-8.0,0.0,1900-1959,14.0,2152,-21.0,0.0,2100-2159,1.0,759.0,44.83,51.0,37.0,20.0,0.48,30.2,1.0
2016,12,18,7,2016-12-18,AA,SAN,"San Diego, CA",California,91,CLT,"Charlotte, NC",North Carolina,36,1120,26.0,1.0,1100-1159,16.0,1849,26.0,1.0,1800-1859,1.0,2077.0,52.08,61.0,42.0,9.0,0.060000000000000005,30.18,1.0
2016,12,26,1,2016-12-26,AA,MCO,"Orlando, FL",Florida,33,CLT,"Charlotte, NC",North Carolina,36,1020,5.0,0.0,1000-1059,14.0,1202,-6.0,0.0,1200-1259,1.0,468.0,72.08,80.0,67.0,15.0,0.085,30.25,1.0
2016,12,12,1,2016-12-12,UA,ORD,"Chicago, IL",Illinois,41,SFO,"San Francisco, CA",California,91,1647,0.0,0.0,1600-1659,23.0,1933,29.0,1.0,1900-1959,1.0,1846.0,19.73,30.0,10.0,17.0,0.38,29.37,0.0
2016,12,3,6,2016-12-03,UA,SFO,"San Francisco, CA",California,91,ORD,"Chicago, IL",Illinois,41,1250,-4.0,0.0,1200-1259,20.0,1909,-18.0,0.0,1900-1959,1.0,1846.0,52.92,62.0,46.0,15.0,0.365,30.29,1.0
2016,12,22,4,2016-12-22,NK,ATL,"Atlanta, GA",Georgia,34,CLE,"Cleveland, OH",Ohio,44,929,-2.0,0.0,0900-0959,15.0,1111,9.0,0.0,1100-1159,1.0,554.0,55.46,66.0,46.0,15.0,0.04,29.2,1.0
2016,12,29,4,2016-12-29,EV,ATL,"Atlanta, GA",Georgia,34,SDF,"Louisville, KY",Kentucky,52,825,-1.0,0.0,0800-0859,24.0,949,1.0,0.0,0900-0959,1.0,321.0,58.28,65.0,43.0,28.0,0.61,29.08,0.0
2016,12,3,6,2016-12-03,UA,IAH,"Houston, TX",Texas,74,LAX,"Los Angeles, CA",California,91,739,-7.0,0.0,0700-0759,15.0,926,8.0,0.0,0900-0959,1.0,1379.0,52.59,55.0,50.0,20.0,0.54,29.88,0.0
2016,12,29,4,2016-12-29,DL,ATL,"Atlanta, GA",Georgia,34,MKE,"Milwaukee, WI",Wisconsin,45,1637,-3.0,0.0,1600-1659,19.0,1743,2.0,0.0,1700-1759,1.0,669.0,58.28,65.0,43.0,28.0,0.61,29.08,0.0
2016,12,18,7,2016-12-18,DL,SLC,"Salt Lake City, UT",Utah,87,SMF,"Sacramento, CA",California,91,1120,57.0,1.0,1100-1159,12.0,1214,42.0,1.0,1200-1259,1.0,532.0,19.71,26.0,15.0,10.0,0.01,26.19,0.0
2016,12,10,6,2016-12-10,AA,LAX,"Los Angeles, CA",California,91,MSY,"New Orleans, LA",Louisiana,72,945,0.0,0.0,0900-0959,17.0,1535,-18.0,0.0,1500-1559,1.0,1670.0,59.07,63.0,54.0,10.0,0.41500000000000004,30.05,1.0
2016,12,26,1,2016-12-26,AA,LAX,"Los Angeles, CA",California,91,ATL,"Atlanta, GA",Georgia,34,2150,12.0,0.0,2100-2159,21.0,503,14.0,0.0,0001-0559,1.0,1946.0,53.38,62.0,47.0,14.0,0.44500000000000006,30.1,1.0
2016,12,1,4,2016-12-01,UA,ORD,"Chicago, IL",Illinois,41,BOS,"Boston, MA",Massachusetts,13,1345,-9.0,0.0,1300-1359,22.0,1706,-24.0,0.0,1700-1759,1.0,867.0,37.68,41.0,36.0,18.0,0.02,29.27,1.0
2016,12,4,7,2016-12-04,WN,BWI,"Baltimore, MD",Maryland,35,RSW,"Fort Myers, FL",Florida,33,615,-4.0,0.0,0600-0659,9.0,900,-12.0,0.0,0900-0959,1.0,919.0,41.42,46.0,36.0,13.0,0.11,30.13,1.0
2016,12,7,3,2016-12-07,OO,SFO,"San Francisco, CA",California,91,ONT,"Ontario, CA",California,91,600,-7.0,0.0,0600-0659,18.0,725,-15.0,0.0,0700-0759,1.0,363.0,47.69,50.0,42.0,14.0,0.37,30.19,1.0
2016,12,12,1,2016-12-12,AA,ORD,"Chicago, IL",Illinois,41,LGA,"New York, NY",New York,22,730,-3.0,0.0,0700-0759,13.0,1032,-14.0,0.0,1000-1059,1.0,733.0,19.73,30.0,10.0,17.0,0.38,29.37,0.0
2016,12,27,2,2016-12-27,WN,LAS,"Las Vegas, NV",Nevada,85,SEA,"Seattle, WA",Washington,93,1915,88.0,1.0,1900-1959,8.0,2200,85.0,1.0,2200-2259,1.0,867.0,41.21,52.0,32.0,7.0,0.095,28.1,1.0
